#;Ano Letivo de Previsão de Conclusão;Ano de Conclusão;Ano de Conclusão do Ensino Anterior;Data de Ingresso;Ano de Ingresso;Data da defesa do TCC;Data de Conclusão de Curso;Data de Expedisão do Diploma;Data de Matrícula;Data de Nascimento;Data previsa de defesa do TCC;Deficiência;Descrição do Curso;Estado;Estado Civil;Etnia/Raça;Forma de Ingresso;I.R.A.;Município de Redsidência;Município de Redsidência (Código IBGE);Média Geral no Período;Nacionalidade;Naturalidade;Naturalidade (Código IBGE);Nível de Ensino;Percentual de Progresso;Período de Ingresso;Renda Per Capita;Sexo;Situação no Curso;Situação no Período;Tipo de Escola de Origem;Transporte Escolar: Poder Público;Transporte Escolar: Tipo de Veículo;Transtorno;Zona Residencial;Prática Profissional Pendente;Colação de Grau Pendente;Atividades Complementares Pendente;Carga Horária de TCC Pendente;Carga Horária de Prática Profissional Pendente;Registro de TCC Pendente;Carga Horária de Seminário Pendente;Carga Horária Eletiva Pendente;Carga Horária Optativa Pendente;Carga Horária Obrigatória Pendente;Registro do ENADE;Dias Para Formar;Dias Para Defesa TCC;Idade;Minimo Previsto Para Formar;Maximo Previsto Para Formar;Diferença Dias P/F e D/TCC;Cotista;codigo da cota
182;2022;;2010.0;02/03/2017;2017;;;;17/09/2025;26/10/1983;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;Presidente DutraMA;2109106;Graduação;25.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;41;1096;2192;;Não;AC
183;2025;;2022.0;30/01/2023;2023;;;;18/09/2025;27/06/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);87.39;FiladélfiaTO;1707702;0;Brasileira;CarolinaMA;2102804;Graduação;76.0;1;0.24;M;Matriculado;Matriculado;Pública;Municipal;Kombi Micro-ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
184;2023;;2009.0;01/02/2018;2018;;;;19/09/2025;18/05/1988;;Deficiência Física;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda, com deficiência (R7);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;6.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;37;1096;2192;;Sim;R7
185;2027;;2024.0;03/02/2025;2025;;;;20/09/2025;16/07/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);77.33;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.42;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
186;2026;;2020.0;22/02/2021;2021;;;;21/09/2025;03/07/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;Santa Terezinha do TocantinsTO;1720002;0;Brasileira;NazaréTO;1714302;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;22;1096;2192;;Não;AC
130;2024;;2007.0;28/01/2019;2019;;;;27/07/2025;04/05/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;MarabáPA;1504208;Graduação;49.19;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;36;1096;2192;;Sim;LB_PPI
188;2026;;2022.0;25/01/2024;2024;;;;23/09/2025;05/08/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);95.17;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;0.38;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;R6
189;2024;;2018.0;28/01/2019;2019;;;;24/09/2025;10/07/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;20.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Sim;R4
190;2025;;2022.0;30/01/2023;2023;;;;25/09/2025;07/06/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);93.29;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;76.0;1;5.9;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;R8
173;2024;;2018.0;28/01/2019;2019;;;;08/09/2025;17/03/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Sim;LB_PPI
332;2026;2024.0;2018.0;22/02/2021;2021;26/06/2024;01/11/2024;11/11/2024;14/02/2026;08/09/2001;26/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);88.57;AraguaínaTO;1702109;71;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.76;F;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1348.0;1220.0;24;1096;2192;128.0;Não;AC
193;2022;;2014.0;02/03/2017;2017;;;;28/09/2025;17/10/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
452;2026;2024.0;2020.0;22/02/2021;2021;26/06/2024;01/11/2024;11/11/2024;14/06/2026;08/04/2002;26/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);89.27;AraguaínaTO;1702109;71;Brasileira;GoiâniaGO;5208707;Graduação;100.0;1;0.95;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1348.0;1220.0;23;1096;2192;128.0;Sim;R4
195;2026;;2022.0;25/01/2024;2024;;;;30/09/2025;25/07/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);81.84;AraguaínaTO;1702109;0;Brasileira;CarolinaMA;2102804;Graduação;43.0;1;0.36;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R2
196;2027;;2024.0;03/02/2025;2025;;;;01/10/2025;16/10/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);80.71;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.85;M;Matriculado;Matriculado;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Não;AC
197;2027;;2024.0;03/02/2025;2025;;;;02/10/2025;15/04/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);69.55;AraguaínaTO;1702109;0;Brasileira;Conceição do AraguaiaPA;1502707;Graduação;15.0;1;0.89;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
198;2026;;2020.0;22/02/2021;2021;;;;03/10/2025;08/10/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;GoiâniaGO;5208707;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Sim;R2
199;2026;;2022.0;25/01/2024;2024;;;;04/10/2025;02/08/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);64.44;Santa Fé do AraguaiaTO;1718865;0;Brasileira;AraguaínaTO;1702109;Graduação;36.0;1;2.59;M;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;R6
200;2024;;2015.0;28/01/2019;2019;;;;05/10/2025;11/12/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;6.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Não;AC
201;2027;;2024.0;03/02/2025;2025;;;;06/10/2025;03/10/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;73.44;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.0;1;0.71;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Sim;LI_EP
202;2025;;2021.0;30/01/2023;2023;;;;07/10/2025;09/10/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);81.4;AraguaínaTO;1702109;0;Brasileira;Brejo Grande do AraguaiaPA;1501758;Graduação;31.0;1;1.22;F;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;22;1096;2192;;Sim;R2
175;2025;;2019.0;03/02/2020;2020;;;;10/09/2025;01/06/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;São Domingos do MaranhãoMA;2110708;Graduação;12.67;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;24;1096;2192;;Sim;LB_PPI
204;2024;;2011.0;28/01/2019;2019;;;;09/10/2025;12/12/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;RedençãoPA;1506138;Graduação;22.19;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;30;1096;2192;;Não;AC
205;2027;;2016.0;14/01/2022;2022;;;;10/10/2025;01/02/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);80.53;AraguaínaTO;1702109;0;Brasileira;TocantinópolisTO;1721208;Graduação;96.0;1;1.63;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Sim;;;26;1096;2192;;Sim;R4
206;2026;;2023.0;25/01/2024;2024;;;;11/10/2025;21/05/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);89.45;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;0.55;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
207;2026;;2014.0;25/01/2024;2024;;;;12/10/2025;20/01/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/LB_PPI: Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas;83.02;WanderlândiaTO;1722081;0;Brasileira;WanderlândiaTO;1722081;Graduação;43.0;1;0.34;F;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;27;1096;2192;;Sim;LB_PPI
208;2027;;2022.0;03/02/2025;2025;;;;13/10/2025;04/06/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);68.13;BabaçulândiaTO;1703008;0;Brasileira;AraguaínaTO;1702109;Graduação;12.0;1;0.35;M;Matriculado;Matriculado;Pública;Municipal;Vans/WV;;Rural;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
69;2024;2023.0;2001.0;28/01/2019;2019;29/06/2022;02/05/2024;10/09/2024;27/05/2025;11/08/1982;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);82.19;AraguaínaTO;1702109;0;Brasileira;Nova RosalândiaTO;1715002;Graduação;100.0;1;0.5;M;Formado;Matrícula Vínculo Institucional;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1921.0;1248.0;43;1096;2192;673.0;Sim;R2
210;2027;;2004.0;14/01/2022;2022;;;;15/10/2025;14/07/1986;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;MA;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;Campestre do MaranhãoMA;2102556;0;Brasileira;Barra do CordaMA;2101608;Graduação;0.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;39;1096;2192;;Não;AC
277;2024;;2000.0;28/01/2019;2019;29/06/2022;01/09/2022;;21/12/2025;18/12/1981;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;IrituiaPA;1503507;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1312.0;1248.0;43;1096;2192;64.0;Não;AC
365;2026;;2017.0;22/02/2021;2021;;;;19/03/2026;27/06/1990;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Não declarado;PS/Portador de Diploma;1.0;AraguaínaTO;1702109;0;Brasileira;São Geraldo do AraguaiaPA;1507458;Graduação;30.1;1;;M;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Sim;Diploma
213;2027;;2003.0;14/01/2022;2022;;;;18/10/2025;09/11/1982;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola pública, baixa renda (R4);81.0;AraguaínaTO;1702109;0;Brasileira;UruçuíPI;2211209;Graduação;6.09;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;42;1096;2192;;Sim;R4
214;2026;;2017.0;22/02/2021;2021;;;;19/10/2025;15/06/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;30.14;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;22;1096;2192;;Sim;R2
215;2023;;2016.0;01/02/2018;2018;;;;20/10/2025;14/10/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;DouradosMS;5003702;Graduação;25.38;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Não;AC
216;2026;;2019.0;22/02/2021;2021;;;;21/10/2025;07/12/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
16;2027;2025.0;2021.0;14/01/2022;2022;25/06/2025;27/08/2025;02/10/2025;04/04/2025;25/02/2004;25/06/2025;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);88.5;AraguaínaTO;1702109;100;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.71;F;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1321.0;1258.0;21;1096;2192;63.0;Não;AC
218;2022;;2010.0;02/03/2017;2017;;;;23/10/2025;23/11/1992;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;RiachãoMA;2109502;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;32;1096;2192;;Não;AC
219;2025;;2019.0;03/02/2020;2020;;;;24/10/2025;31/01/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);48.83;AraguaínaTO;1702109;0;Brasileira;XambioáTO;1722107;Graduação;25.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;24;1096;2192;;Sim;R2
220;2026;;2023.0;25/01/2024;2024;;;;25/10/2025;28/02/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);0.0;AraguaínaTO;1702109;0;Brasileira;Santa HelenaMA;2109809;Graduação;;1;;M;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;19;1096;2192;;Sim;R2
221;2023;;1991.0;01/02/2018;2018;;;;26/10/2025;05/09/1974;;Deficiência Física;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;TeresinaPI;2211001;Graduação;58.71;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;51;1096;2192;;Não;AC
367;2025;;2022.0;30/01/2023;2023;;;;21/03/2026;25/11/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Portador de Diploma;88.52;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;76.0;1;0.94;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;26;1096;2192;;Sim;Diploma
172;2027;2025.0;2018.0;14/01/2022;2022;25/06/2025;27/08/2025;11/09/2025;07/09/2025;18/12/2004;25/06/2025;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);92.87;NazaréTO;1714302;100;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.21;M;Formado;Período Fechado;Pública;;;;Rural;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1321.0;1258.0;20;1096;2192;63.0;Sim;R4
224;2023;;2017.0;01/02/2018;2018;;;;29/10/2025;14/01/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;Nova ColinasMA;2107258;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
225;2025;;2021.0;30/01/2023;2023;;;;30/10/2025;12/05/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);91.16;AraguaínaTO;1702109;0;Brasileira;Porto FrancoMA;2109007;Graduação;81.0;1;1.06;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Sim;R4
423;2026;;2019.0;25/01/2024;2024;;;;16/05/2026;09/12/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Portador de Diploma;37.96;AraguaínaTO;1702109;0;Brasileira;Axixá do TocantinsTO;1702901;Graduação;6.0;1;2.12;M;Trancado;Em Aberto;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;35;1096;2192;;Sim;Diploma
27;2027;2025.0;2021.0;14/01/2022;2022;30/06/2025;27/08/2025;07/10/2025;15/04/2025;27/09/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);83.41;AraguaínaTO;1702109;80;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;4.25;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1321.0;1263.0;22;1096;2192;58.0;Sim;R4
228;2026;;2023.0;25/01/2024;2024;;;;02/11/2025;02/01/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;;1;;M;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;19;1096;2192;;Não;AC
229;2027;;2016.0;03/02/2025;2025;;;;03/11/2025;14/10/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Ampla Concorrência (AC);74.14;AraguaínaTO;1702109;0;Brasileira;GoiâniaGO;5208707;Graduação;12.0;1;0.78;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;28;1096;2192;;Não;AC
437;2027;;2004.0;14/01/2022;2022;;;;30/05/2026;24/04/1985;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Portador de Diploma;1.0;AraguaínaTO;1702109;0;Brasileira;TocantinópolisTO;1721208;Graduação;4.76;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;40;1096;2192;;Sim;Diploma
314;2027;2025.0;2021.0;14/01/2022;2022;30/06/2025;27/08/2025;07/10/2025;27/01/2026;31/10/2003;30/06/2025;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);82.42;Santa Fé do AraguaiaTO;1718865;80;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.0;M;Formado;Período Fechado;Pública;Municipal;Ônibus;;Urbana;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1321.0;1263.0;21;1096;2192;58.0;Não;AC
232;2023;;2007.0;01/02/2018;2018;;;;06/11/2025;30/10/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;55.52;1;;M;Cancelamento por Desligamento;Evasão;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Sim;R8
233;2024;;2015.0;28/01/2019;2019;;;;07/11/2025;07/11/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
234;2026;;2014.0;25/01/2024;2024;;;;08/11/2025;16/10/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;Processo Seletivo/Ampla Concorrência (AC);65.56;AraguaínaTO;1702109;0;Brasileira;NazaréTO;1714302;Graduação;33.0;1;0.68;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;27;1096;2192;;Não;AC
235;2026;;2016.0;22/02/2021;2021;;;;09/11/2025;08/11/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);55.9;AraguaínaTO;1702109;0;Brasileira;AnápolisGO;5201108;Graduação;22.24;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
236;2023;;2012.0;01/02/2018;2018;;;;10/11/2025;09/06/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;RecifePE;2611606;Graduação;12.67;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;31;1096;2192;;Não;AC
