#;Ano Letivo de Previsão de Conclusão;Ano de Conclusão;Ano de Conclusão do Ensino Anterior;Data de Ingresso;Ano de Ingresso;Data da defesa do TCC;Data de Conclusão de Curso;Data de Expedisão do Diploma;Data de Matrícula;Data de Nascimento;Data previsa de defesa do TCC;Deficiência;Descrição do Curso;Estado;Estado Civil;Etnia/Raça;Forma de Ingresso;I.R.A.;Município de Redsidência;Município de Redsidência (Código IBGE);Média Geral no Período;Nacionalidade;Naturalidade;Naturalidade (Código IBGE);Nível de Ensino;Percentual de Progresso;Período de Ingresso;Renda Per Capita;Sexo;Situação no Curso;Situação no Período;Tipo de Escola de Origem;Transporte Escolar: Poder Público;Transporte Escolar: Tipo de Veículo;Transtorno;Zona Residencial;Prática Profissional Pendente;Colação de Grau Pendente;Atividades Complementares Pendente;Carga Horária de TCC Pendente;Carga Horária de Prática Profissional Pendente;Registro de TCC Pendente;Carga Horária de Seminário Pendente;Carga Horária Eletiva Pendente;Carga Horária Optativa Pendente;Carga Horária Obrigatória Pendente;Registro do ENADE;Dias Para Formar;Dias Para Defesa TCC;Idade;Minimo Previsto Para Formar;Maximo Previsto Para Formar;Diferença Dias P/F e D/TCC;Cotista;codigo da cota
127;2025;;2012.0;30/01/2023;2023;;;;24/07/2025;09/06/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);76.27;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;67.0;1;1.65;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;29;1096;2192;;Não;AC
128;2026;;2019.0;25/01/2024;2024;;;;25/07/2025;17/07/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);39.7;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.0;1;0.46;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Sim;R2
129;2022;;2008.0;02/03/2017;2017;;;;26/07/2025;19/08/1988;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;RedençãoPA;1506138;Graduação;7.9;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;37;1096;2192;;Sim;R6
109;2023;;2015.0;01/02/2018;2018;;;;06/07/2025;16/03/1993;;Deficiência Física;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;SISU/Escola pública, independente de renda, com deficiência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;32;1096;2192;;Sim;LI_PCD
451;2023;;2014.0;01/02/2018;2018;18/01/2021;25/03/2021;;13/06/2026;28/09/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;1148.0;1082.0;25;1096;2192;66.0;Não;AC
132;2021;;1999.0;23/03/2016;2016;;;;29/07/2025;19/05/1982;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;São PauloSP;3550308;Graduação;4.76;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;43;1096;2192;;Não;AC
133;2027;;2024.0;03/02/2025;2025;;;;30/07/2025;22/12/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);71.45;AraguaínaTO;1702109;0;Brasileira;AnápolisGO;5201108;Graduação;15.0;1;;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Não;AC
134;2027;;2021.0;14/01/2022;2022;;;;31/07/2025;03/04/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);82.1;BabaçulândiaTO;1703008;0;Brasileira;AraguaínaTO;1702109;Graduação;92.0;1;0.47;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;;;21;1096;2192;;Não;AC
275;2021;;2013.0;23/03/2016;2016;21/06/2019;20/02/2020;;19/12/2025;31/10/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1429.0;1185.0;29;1096;2192;244.0;Não;AC
324;2021;;2003.0;23/03/2016;2016;21/06/2019;28/02/2020;;06/02/2026;17/06/1987;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AcreúnaGO;5200134;Graduação;100.0;1;;M;Concluído;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;1437.0;1185.0;38;1096;2192;252.0;Não;AC
137;2026;;2015.0;22/02/2021;2021;;;;03/08/2025;11/05/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.67;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Sim;R2
290;2028;;2015.0;03/02/2025;2025;;;;03/01/2026;14/12/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Portador de Diploma;60.0;AraguaínaTO;1702109;0;Brasileira;São Félix do XinguPA;1507300;Graduação;1.0;2;;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;31;1096;2192;;Sim;Diploma
139;2020;;2015.0;30/01/2015;2015;;;;05/08/2025;11/05/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AnanásTO;1701002;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;30;1096;2192;;Não;AC
140;2021;;2008.0;23/03/2016;2016;;;;06/08/2025;11/10/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;João LisboaMA;2105500;Graduação;47.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;34;1096;2192;;Não;AC
485;2021;;2013.0;23/03/2016;2016;21/06/2019;20/02/2020;;17/07/2026;29/01/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;RecifePE;2611606;Graduação;100.0;1;;F;Concluído;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;1429.0;1185.0;29;1096;2192;244.0;Não;AC
142;2025;;2007.0;03/02/2020;2020;;;;08/08/2025;04/01/1990;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;ParauapebasPA;1505536;Graduação;30.1;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Sim;R6
143;2025;;2021.0;30/01/2023;2023;;;;09/08/2025;02/05/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);67.93;AraguaínaTO;1702109;0;Brasileira;Barra do CordaMA;2101608;Graduação;12.67;1;0.93;F;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
144;2025;;;30/01/2023;2023;;;;10/08/2025;27/09/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Ampla Concorrência (AC);0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;32;1096;2192;;Não;AC
145;2025;;2022.0;30/01/2023;2023;;;;11/08/2025;25/08/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Amarela;Processo Seletivo/Escola pública, independente de renda (R8);83.8;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;73.0;1;1.17;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;R8
146;2023;;2014.0;01/02/2018;2018;;;;12/08/2025;11/05/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;PA;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;MarabáPA;1504208;0;Brasileira;AnanindeuaPA;1500800;Graduação;55.52;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
147;2026;;2023.0;25/01/2024;2024;;;;13/08/2025;02/08/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);67.59;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;36.0;1;0.0;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
148;2027;;2016.0;14/01/2022;2022;;;;14/08/2025;20/04/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Não;AC
21;2026;2024.0;2008.0;22/02/2021;2021;21/06/2024;01/11/2024;11/11/2024;09/04/2025;22/04/1990;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);84.05;AraguaínaTO;1702109;85;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.53;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1348.0;1215.0;35;1096;2192;133.0;Não;AC
150;2027;;2017.0;14/01/2022;2022;;;;16/08/2025;21/09/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);87.9;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;76.0;1;1.01;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Sim;R4
151;2026;;2021.0;25/01/2024;2024;;;;17/08/2025;24/02/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);88.45;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;50.0;1;0.99;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
152;2026;;2008.0;22/02/2021;2021;;;;18/08/2025;27/03/1985;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);65.97;AraguaínaTO;1702109;0;Brasileira;JuazeiroBA;2918407;Graduação;25.38;1;;F;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;40;1096;2192;;Sim;R2
153;2026;;2011.0;22/02/2021;2021;;;;19/08/2025;22/08/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);86.91;AraguaínaTO;1702109;0;Brasileira;Buriti do TocantinsTO;1703800;Graduação;96.0;1;0.61;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;;;32;1096;2192;;Sim;R4
154;2020;;2012.0;30/01/2015;2015;;;;20/08/2025;24/09/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AnápolisGO;5201108;Graduação;6.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;32;1096;2192;;Não;AC
155;2023;;2008.0;01/02/2018;2018;;;;21/08/2025;22/01/1987;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;União Estável;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;FortunaMA;2104206;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;38;1096;2192;;Não;AC
156;2027;;2024.0;03/02/2025;2025;;;;22/08/2025;29/06/2007;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);74.84;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;2.83;M;Matriculado;Matriculado;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Não;AC
157;2026;;2017.0;25/01/2024;2024;;;;23/08/2025;23/03/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;48.64;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;27.0;1;0.67;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;25;1096;2192;;Não;AC
158;2027;;2018.0;03/02/2025;2025;;;;24/08/2025;25/12/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;71.34;AraguaínaTO;1702109;0;Brasileira;Água Azul do NortePA;1500347;Graduação;12.0;1;1.31;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;27;1096;2192;;Sim;LI_EP
159;2026;;2023.0;25/01/2024;2024;;;;25/08/2025;10/10/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);83.71;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;1.32;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Sim;R6
160;2025;;2021.0;30/01/2023;2023;;;;26/08/2025;12/08/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);15.09;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;22;1096;2192;;Sim;R6
75;2026;2024.0;2011.0;22/02/2021;2021;21/06/2024;01/11/2024;13/12/2024;02/06/2025;29/09/1994;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);88.44;AraguaínaTO;1702109;87;Brasileira;XambioáTO;1722107;Graduação;100.0;1;0.0;F;Formado;Período Fechado;Pública;Municipal;Bicicleta;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1348.0;1215.0;31;1096;2192;133.0;Não;AC
162;2026;;2023.0;25/01/2024;2024;;;;28/08/2025;09/10/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);85.46;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;1.77;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Sim;R6
163;2026;;2021.0;25/01/2024;2024;;;;29/08/2025;03/06/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);93.12;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;1.0;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Não;AC
164;2026;;2022.0;25/01/2024;2024;;;;30/08/2025;08/08/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);49.79;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;16.0;1;0.35;M;Trancado Voluntariamente;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Não;AC
165;2025;;2019.0;03/02/2020;2020;;;;31/08/2025;04/04/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Sim;R6
166;2026;;2019.0;25/01/2024;2024;;;;01/09/2025;09/03/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);31.45;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.0;1;0.28;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;22;1096;2192;;Sim;R2
167;2020;;2002.0;30/01/2015;2015;;;;02/09/2025;10/04/1984;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;4.71;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;41;1096;2192;;Não;AC
168;2020;;2010.0;30/01/2015;2015;;;;03/09/2025;11/11/1992;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AlvoradaTO;1700707;0;Brasileira;UruaçuGO;5221601;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;32;1096;2192;;Não;AC
169;2025;;1999.0;03/02/2020;2020;;;;04/09/2025;23/02/1972;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;São Bento do UnaPE;2613008;Graduação;7.9;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;53;1096;2192;;Não;AC
170;2020;;2007.0;30/01/2015;2015;;;;05/09/2025;30/05/1990;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Não declarado;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;38.05;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Não;AC
308;2026;;2018.0;22/02/2021;2021;;;;21/01/2026;01/08/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Portador de Diploma;1.0;AraguaínaTO;1702109;0;Brasileira;Colinas do TocantinsTO;1705508;Graduação;1.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;30;1096;2192;;Sim;Diploma
316;2026;2024.0;2020.0;22/02/2021;2021;21/06/2024;09/10/2024;21/10/2024;29/01/2026;02/05/2003;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);89.61;AraguaínaTO;1702109;87;Brasileira;XinguaraPA;1508407;Graduação;100.0;1;8.71;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1325.0;1215.0;22;1096;2192;110.0;Não;AC
315;2022;;2016.0;02/03/2017;2017;17/12/2019;28/02/2020;;28/01/2026;28/12/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;PA;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;São Geraldo do AraguaiaPA;1507458;0;Brasileira;XambioáTO;1722107;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1093.0;1020.0;25;1096;2192;73.0;Sim;LB_PPI
192;2025;2022.0;2019.0;03/02/2020;2020;20/12/2022;16/03/2023;;27/09/2025;28/07/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;90.89;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.71;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1137.0;1051.0;23;1096;2192;86.0;Sim;LB_PPI
420;2023;;2009.0;01/02/2018;2018;18/01/2021;11/03/2022;;13/05/2026;20/06/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;FiladélfiaTO;1707702;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1499.0;1082.0;34;1096;2192;417.0;Sim;LB_PPI
176;2024;;2015.0;28/01/2019;2019;;;;11/09/2025;28/07/1997;;Deficiência Física;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);72.7;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;89.0;1;0.57;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;Dislexia;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;28;1096;2192;;Sim;R2
177;2026;;2022.0;25/01/2024;2024;;;;12/09/2025;17/09/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);70.52;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;36.0;1;1.18;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Não;AC
178;2027;;2021.0;03/02/2025;2025;;;;13/09/2025;11/08/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;Processo Seletivo/Ampla Concorrência (AC);74.39;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;15.0;1;0.57;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
179;2024;;2015.0;28/01/2019;2019;;;;14/09/2025;18/03/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
180;2025;;2019.0;30/01/2023;2023;;;;15/09/2025;25/06/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);58.56;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;40.0;1;1.95;M;Matriculado;Matriculado;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
181;2024;;2018.0;28/01/2019;2019;;;;16/09/2025;31/10/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;PA;Divorciado;Parda;Processo Seletivo/Escola pública, baixa renda (R4);77.89;MarabáPA;1504208;0;Brasileira;AraguaínaTO;1702109;Graduação;92.0;1;1.2;M;Matrícula Vínculo Institucional;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;;;22;1096;2192;;Sim;R4
